学号,姓名,语文,数学,英语,物理,化学,生物
20241930,学生1930,42,71,49,53,92,91
20241931,学生1931,73,62,92,78,58,50
20241932,学生1932,61,61,72,91,95,60
20241933,学生1933,40,97,85,89,48,77
20241934,学生1934,93,80,71,44,59,63
20241935,学生1935,89,68,62,45,66,47
20241936,学生1936,56,99,46,44,74,89
20241937,学生1937,53,99,88,47,78,95
20241938,学生1938,98,100,85,58,43,74
20241939,学生1939,71,71,44,74,64,75
20241940,学生1940,66,60,92,91,83,81
20241941,学生1941,42,84,96,99,84,50
20241942,学生1942,47,55,47,77,40,72
20241943,学生1943,49,59,84,84,57,54
20241944,学生1944,63,41,60,68,72,88
20241945,学生1945,41,60,44,67,95,56
20241946,学生1946,49,53,47,53,79,40
20241947,学生1947,59,84,84,55,77,58
20241948,学生1948,90,98,69,64,47,90
20241949,学生1949,62,49,83,95,80,81
20241950,学生1950,69,77,60,71,95,97
20241951,学生1951,86,40,90,75,59,90
20241952,学生1952,89,81,77,68,83,91
20241953,学生1953,77,43,85,83,89,71
20241954,学生1954,47,40,88,46,58,92
20241955,学生1955,74,64,81,47,44,49
20241956,学生1956,53,68,58,41,78,65
20241957,学生1957,42,100,69,88,63,86
20241958,学生1958,86,81,82,66,93,62
20241959,学生1959,55,98,94,66,98,79
20241960,学生1960,94,95,98,48,61,95
20241961,学生1961,69,84,95,92,96,89
20241962,学生1962,46,84,96,54,97,91
20241963,学生1963,48,45,75,42,62,79
20241964,学生1964,50,86,92,90,69,67
20241965,学生1965,47,54,95,40,67,100
20241966,学生1966,69,100,68,69,90,80
20241967,学生1967,69,100,88,64,52,57
20241968,学生1968,65,61,81,45,72,96
20241969,学生1969,64,82,48,52,88,64
20241970,学生1970,52,53,64,61,85,69
20241971,学生1971,72,70,90,94,67,55
20241972,学生1972,99,49,76,74,88,48
20241973,学生1973,64,86,56,99,86,94
20241974,学生1974,43,81,49,69,78,89
20241975,学生1975,70,42,56,57,77,66
20241976,学生1976,84,87,99,44,76,49
20241977,学生1977,55,61,96,98,87,46
20241978,学生1978,45,41,98,97,79,44
20241979,学生1979,51,43,99,91,74,83
20241980,学生1980,57,61,93,70,71,57
20241981,学生1981,66,45,78,42,100,85
20241982,学生1982,73,54,76,95,53,69
20241983,学生1983,50,66,47,66,44,63
20241984,学生1984,66,58,79,80,73,51
20241985,学生1985,43,94,51,97,65,83
20241986,学生1986,43,59,92,86,87,95
20241987,学生1987,58,61,83,75,77,64
20241988,学生1988,65,53,65,53,66,99
20241989,学生1989,87,59,79,60,67,84
20241990,学生1990,62,63,60,70,81,85
20241991,学生1991,66,62,53,80,41,79
20241992,学生1992,65,58,40,95,67,74
20241993,学生1993,67,87,55,58,80,59
20241994,学生1994,61,75,52,81,45,58
20241995,学生1995,99,80,78,50,88,71
20241996,学生1996,83,92,65,45,60,90
20241997,学生1997,44,43,70,42,52,91
20241998,学生1998,85,76,49,49,46,46
20241999,学生1999,76,48,97,40,57,76
20242000,学生2000,57,54,89,92,67,40
20242001,学生2001,56,82,100,44,67,60
20242002,学生2002,44,59,76,99,48,91
20242003,学生2003,63,85,67,96,52,74
20242004,学生2004,72,87,42,82,59,58
20242005,学生2005,98,76,63,43,92,84
20242006,学生2006,87,86,58,48,65,88
20242007,学生2007,74,98,50,75,99,68
20242008,学生2008,69,80,70,80,71,57
20242009,学生2009,70,62,55,78,80,76
20242010,学生2010,89,49,72,73,54,66
20242011,学生2011,80,88,80,68,88,88
20242012,学生2012,68,71,88,89,94,53
20242013,学生2013,73,59,50,47,72,86
20242014,学生2014,68,90,41,44,74,45
20242015,学生2015,88,82,62,64,90,90
20242016,学生2016,76,97,86,53,92,96
20242017,学生2017,96,57,98,74,80,64
20242018,学生2018,70,87,88,68,46,76
20242019,学生2019,62,61,57,44,54,57
20242020,学生2020,90,95,97,49,54,100
20242021,学生2021,90,50,69,46,59,62
20242022,学生2022,74,60,67,72,94,83
20242023,学生2023,76,94,42,64,82,80
20242024,学生2024,68,40,77,91,67,66
20242025,学生2025,79,85,70,97,52,81
20242026,学生2026,91,69,63,71,67,49
20242027,学生2027,53,60,71,40,53,100
20242028,学生2028,82,80,96,93,46,64
20242029,学生2029,61,46,100,69,68,74
20242030,学生2030,64,63,58,91,100,58
20242031,学生2031,64,66,53,76,76,45
20242032,学生2032,49,68,88,66,95,77
20242033,学生2033,80,64,52,41,72,70
20242034,学生2034,50,66,64,72,41,41
20242035,学生2035,79,67,96,47,45,40
20242036,学生2036,74,99,77,57,62,75
20242037,学生2037,75,86,75,85,72,89
20242038,学生2038,71,60,66,49,75,66
20242039,学生2039,83,45,53,73,62,60
20242040,学生2040,83,69,61,63,85,42
20242041,学生2041,59,77,43,43,100,61
20242042,学生2042,67,73,91,57,93,95
20242043,学生2043,59,62,89,61,80,65
20242044,学生2044,81,68,80,42,100,59
20242045,学生2045,58,84,61,56,63,99
20242046,学生2046,80,97,63,44,58,63
20242047,学生2047,44,62,60,98,49,95
20242048,学生2048,84,68,81,83,80,69
20242049,学生2049,99,58,96,85,40,62
20242050,学生2050,73,51,43,61,100,52
20242051,学生2051,41,41,66,85,76,91
20242052,学生2052,100,99,64,57,47,91
20242053,学生2053,83,43,60,92,51,84
20242054,学生2054,91,44,53,100,62,60
20242055,学生2055,95,95,74,90,87,98
20242056,学生2056,67,55,82,56,44,51
20242057,学生2057,47,89,70,90,99,45
20242058,学生2058,49,41,96,91,63,80
20242059,学生2059,41,98,73,65,75,74
20242060,学生2060,44,99,60,54,93,69
20242061,学生2061,75,90,67,67,64,79
20242062,学生2062,100,82,65,55,56,50
20242063,学生2063,83,92,82,65,44,75
20242064,学生2064,74,42,82,87,100,67
20242065,学生2065,75,42,58,63,95,80
20242066,学生2066,61,62,57,90,60,69
20242067,学生2067,79,90,78,96,87,43
20242068,学生2068,49,59,61,71,78,62
20242069,学生2069,98,48,43,93,85,97
20242070,学生2070,66,74,53,54,79,62
20242071,学生2071,49,68,100,59,99,78
20242072,学生2072,94,85,60,53,65,96
20242073,学生2073,54,57,86,64,83,85
20242074,学生2074,98,43,46,57,58,96
20242075,学生2075,82,45,73,77,84,97
20242076,学生2076,73,85,91,67,85,70
20242077,学生2077,44,88,63,72,92,80
20242078,学生2078,71,51,71,70,90,90
20242079,学生2079,82,77,78,57,43,93
20242080,学生2080,41,72,42,89,59,97
20242081,学生2081,45,76,57,91,74,75
20242082,学生2082,72,60,96,52,88,86
20242083,学生2083,83,77,44,54,50,61
20242084,学生2084,88,89,95,84,69,79
20242085,学生2085,76,46,90,54,74,40
20242086,学生2086,94,40,79,42,58,61
20242087,学生2087,89,69,84,81,59,75
20242088,学生2088,40,60,65,95,80,91
20242089,学生2089,96,44,58,60,97,71
20242090,学生2090,53,51,51,42,73,91
20242091,学生2091,67,63,54,74,74,71
20242092,学生2092,81,69,88,58,81,92
20242093,学生2093,100,90,82,63,63,42
20242094,学生2094,70,72,80,85,84,44
20242095,学生2095,43,92,89,67,85,98
20242096,学生2096,84,79,67,76,79,77
20242097,学生2097,81,52,62,52,69,55
20242098,学生2098,92,71,40,93,52,66
20242099,学生2099,81,75,72,94,62,83
20242100,学生2100,78,97,60,60,100,76
20242101,学生2101,57,46,68,51,83,94
20242102,学生2102,59,66,80,40,81,70
20242103,学生2103,50,96,87,66,94,45
20242104,学生2104,54,70,91,97,60,95
20242105,学生2105,64,81,74,78,47,95
20242106,学生2106,68,86,90,49,47,44
20242107,学生2107,99,83,88,70,54,60
20242108,学生2108,82,69,75,96,58,58
20242109,学生2109,87,51,90,88,76,65
20242110,学生2110,99,47,48,79,99,40
20242111,学生2111,79,95,91,64,68,75
20242112,学生2112,85,44,81,69,83,70
20242113,学生2113,95,95,67,86,51,100
20242114,学生2114,78,72,63,50,76,75
20242115,学生2115,41,44,50,59,46,59
20242116,学生2116,93,87,83,93,92,93
20242117,学生2117,85,83,49,68,54,99
20242118,学生2118,98,73,86,66,94,74
20242119,学生2119,64,75,65,74,73,90
20242120,学生2120,77,47,56,87,67,44
20242121,学生2121,49,48,44,61,99,48
20242122,学生2122,65,54,83,96,44,69
20242123,学生2123,93,49,54,45,93,40
20242124,学生2124,47,71,90,95,76,89
20242125,学生2125,81,59,90,92,49,73
20242126,学生2126,99,76,55,96,66,73
20242127,学生2127,69,58,50,82,83,43
20242128,学生2128,48,68,92,97,50,81
20242129,学生2129,45,89,65,58,85,43
20242130,学生2130,53,92,67,58,74,83
20242131,学生2131,100,62,65,96,50,98
20242132,学生2132,49,84,76,82,46,67
20242133,学生2133,74,69,43,53,56,80
20242134,学生2134,92,86,81,40,65,61
20242135,学生2135,95,75,42,40,76,59
20242136,学生2136,65,85,88,53,75,50
20242137,学生2137,86,69,72,70,42,59
20242138,学生2138,51,83,91,61,95,55
20242139,学生2139,50,64,91,86,94,46
20242140,学生2140,82,61,64,94,83,84
20242141,学生2141,70,72,55,68,84,45
20242142,学生2142,87,55,41,82,75,95
20242143,学生2143,85,48,68,46,57,64
20242144,学生2144,98,90,51,61,89,73
20242145,学生2145,87,94,57,94,82,86
20242146,学生2146,70,63,59,76,54,56
20242147,学生2147,86,84,41,89,41,67
20242148,学生2148,75,94,81,63,97,43
20242149,学生2149,70,74,91,51,95,98
20242150,学生2150,98,60,96,47,98,93
20242151,学生2151,94,94,41,63,47,43
20242152,学生2152,72,66,87,43,84,85
20242153,学生2153,81,70,75,50,92,89
20242154,学生2154,48,61,89,67,84,85
20242155,学生2155,72,55,48,90,67,52
20242156,学生2156,45,82,40,43,71,50
20242157,学生2157,51,56,91,47,78,97
20242158,学生2158,88,51,91,65,98,42
20242159,学生2159,64,46,99,96,50,82
20242160,学生2160,96,100,80,99,76,86
20242161,学生2161,91,44,50,59,79,80
20242162,学生2162,89,87,53,59,85,66
20242163,学生2163,85,56,87,62,91,98
20242164,学生2164,51,84,50,64,71,62
20242165,学生2165,71,76,42,66,75,42
20242166,学生2166,90,81,87,86,84,85
20242167,学生2167,75,57,75,60,52,58
20242168,学生2168,65,60,83,84,46,76
20242169,学生2169,88,47,78,69,70,99
20242170,学生2170,57,54,93,40,61,91
20242171,学生2171,70,76,81,46,86,93
20242172,学生2172,77,41,61,61,45,92
20242173,学生2173,100,75,71,95,49,44
20242174,学生2174,95,97,97,49,100,80
20242175,学生2175,77,87,97,70,95,96
20242176,学生2176,61,76,80,64,58,85
20242177,学生2177,56,58,58,59,81,87
20242178,学生2178,45,48,90,68,96,68
20242179,学生2179,100,43,64,55,90,71
20242180,学生2180,63,83,63,81,79,84
20242181,学生2181,51,53,81,79,45,60
20242182,学生2182,51,73,98,96,76,86
20242183,学生2183,95,98,69,87,61,65
20242184,学生2184,42,46,40,51,65,91
20242185,学生2185,44,40,92,81,95,50
20242186,学生2186,42,76,77,76,82,74
20242187,学生2187,76,51,87,75,93,66
20242188,学生2188,90,83,61,42,91,91
20242189,学生2189,99,41,75,77,54,92
20242190,学生2190,93,79,70,51,50,43
20242191,学生2191,88,55,54,86,91,91
20242192,学生2192,67,59,67,43,51,63
20242193,学生2193,50,69,88,42,83,54
20242194,学生2194,77,100,44,68,80,42
20242195,学生2195,72,68,69,89,73,77
20242196,学生2196,46,88,48,93,97,44
20242197,学生2197,60,97,89,68,81,64
20242198,学生2198,44,75,41,89,40,61
20242199,学生2199,48,45,44,45,79,62
20242200,学生2200,47,96,51,83,60,60
20242201,学生2201,56,71,89,77,78,73
20242202,学生2202,73,92,52,96,71,51
20242203,学生2203,45,54,70,45,76,61
20242204,学生2204,95,68,45,53,63,76
20242205,学生2205,70,70,47,61,41,66
20242206,学生2206,99,81,63,46,69,71
20242207,学生2207,40,81,53,94,43,51
20242208,学生2208,96,42,64,87,59,78
20242209,学生2209,74,57,99,79,81,78
20242210,学生2210,55,69,79,79,84,48
20242211,学生2211,82,76,40,90,89,55
20242212,学生2212,77,71,42,80,62,57
20242213,学生2213,81,42,53,82,99,76
20242214,学生2214,79,70,95,80,42,51
20242215,学生2215,48,61,65,95,73,51
20242216,学生2216,52,91,64,93,82,51
20242217,学生2217,47,72,95,91,55,66
20242218,学生2218,46,77,97,76,71,62
20242219,学生2219,51,65,87,41,60,60
20242220,学生2220,72,49,53,42,53,100
20242221,学生2221,57,93,87,52,56,71
20242222,学生2222,97,83,67,100,65,85
20242223,学生2223,81,49,87,100,70,44
20242224,学生2224,99,45,61,45,42,84
20242225,学生2225,52,64,62,85,43,85
20242226,学生2226,73,85,43,43,55,96
20242227,学生2227,73,79,43,45,76,50
20242228,学生2228,90,92,72,92,78,93
20242229,学生2229,54,62,67,46,92,59
20242230,学生2230,56,46,48,78,59,73
20242231,学生2231,46,90,59,98,51,61
20242232,学生2232,92,79,70,74,97,41
20242233,学生2233,72,90,63,61,53,96
20242234,学生2234,82,82,67,94,83,77
20242235,学生2235,51,92,85,88,73,53
20242236,学生2236,95,64,55,88,82,61
20242237,学生2237,60,69,79,90,53,64
20242238,学生2238,82,88,99,59,55,49
20242239,学生2239,68,91,56,90,46,84
20242240,学生2240,95,53,69,94,40,90
20242241,学生2241,99,70,95,46,99,96
20242242,学生2242,44,70,65,45,48,72
20242243,学生2243,58,60,41,96,59,99
20242244,学生2244,100,84,93,46,45,43
20242245,学生2245,66,54,89,100,68,94
20242246,学生2246,86,96,55,56,60,80
20242247,学生2247,56,88,41,61,44,50
20242248,学生2248,80,53,44,88,87,47
20242249,学生2249,70,42,41,81,61,70
20242250,学生2250,41,91,64,48,66,91
20242251,学生2251,58,91,40,41,65,52
20242252,学生2252,46,85,86,42,78,83
20242253,学生2253,78,63,68,50,73,75
20242254,学生2254,99,83,78,91,80,79
20242255,学生2255,41,43,57,69,72,72
20242256,学生2256,76,88,61,73,87,91
20242257,学生2257,51,48,73,65,64,95
20242258,学生2258,92,64,99,58,51,64
20242259,学生2259,75,82,44,49,82,87
20242260,学生2260,77,99,65,40,46,75
20242261,学生2261,77,97,74,80,59,69
20242262,学生2262,63,67,59,89,58,85
20242263,学生2263,86,100,66,88,74,100
20242264,学生2264,68,89,78,77,96,60
20242265,学生2265,65,44,73,49,77,83
20242266,学生2266,90,83,85,80,82,89
20242267,学生2267,89,72,69,93,79,63
20242268,学生2268,72,80,65,49,73,96
20242269,学生2269,74,59,87,64,44,56
20242270,学生2270,64,51,85,56,76,64
20242271,学生2271,43,86,81,47,64,65
20242272,学生2272,65,42,52,82,61,99
20242273,学生2273,99,91,86,69,82,91
20242274,学生2274,84,60,43,70,66,57
20242275,学生2275,72,94,93,91,81,72
20242276,学生2276,62,88,56,63,70,55
20242277,学生2277,74,100,53,91,54,59
20242278,学生2278,43,51,60,88,58,60
20242279,学生2279,42,59,80,92,48,51
20242280,学生2280,69,78,42,42,61,76
20242281,学生2281,54,75,59,62,58,50
20242282,学生2282,95,92,67,47,65,55
20242283,学生2283,97,50,49,43,95,54
20242284,学生2284,85,64,94,47,69,79
20242285,学生2285,66,83,93,54,84,73
20242286,学生2286,71,74,52,50,60,67
20242287,学生2287,60,77,81,58,72,90
20242288,学生2288,93,90,63,87,79,57
20242289,学生2289,83,66,75,92,50,45
20242290,学生2290,47,50,54,72,97,94
20242291,学生2291,76,84,75,65,52,64
20242292,学生2292,68,97,48,69,95,94
20242293,学生2293,78,70,54,40,56,84
20242294,学生2294,94,71,41,59,44,82
20242295,学生2295,45,96,91,40,58,76
20242296,学生2296,83,78,93,79,51,67
20242297,学生2297,55,46,60,91,92,86
20242298,学生2298,62,73,53,90,86,45
20242299,学生2299,68,50,95,44,58,90
20242300,学生2300,57,45,91,49,43,95
20242301,学生2301,87,64,55,45,83,62
20242302,学生2302,75,50,59,79,53,94
20242303,学生2303,43,55,71,70,54,63
20242304,学生2304,55,76,85,74,71,63
20242305,学生2305,61,75,67,64,87,84
20242306,学生2306,74,88,69,46,72,73
20242307,学生2307,50,44,95,57,65,49
20242308,学生2308,95,64,88,53,49,86
20242309,学生2309,51,63,51,90,50,70
20242310,学生2310,87,95,93,62,52,93
20242311,学生2311,44,92,55,65,71,74
20242312,学生2312,90,80,56,97,83,53
20242313,学生2313,45,72,90,61,56,89
20242314,学生2314,47,45,78,58,64,90
20242315,学生2315,53,77,82,87,74,58
20242316,学生2316,78,100,91,59,86,43
20242317,学生2317,66,83,83,77,58,63
20242318,学生2318,76,83,51,41,72,99
20242319,学生2319,62,84,51,76,42,88
20242320,学生2320,79,90,98,75,91,98
20242321,学生2321,89,64,44,75,87,71
20242322,学生2322,81,89,47,79,66,67
20242323,学生2323,53,54,51,86,94,63
20242324,学生2324,62,62,49,62,62,93
20242325,学生2325,65,77,60,44,65,70
20242326,学生2326,71,82,97,84,41,56
20242327,学生2327,55,53,66,91,62,60
20242328,学生2328,60,76,78,40,41,40
20242329,学生2329,40,90,98,59,46,54
20242330,学生2330,52,57,53,72,68,80
20242331,学生2331,74,97,63,81,43,78
20242332,学生2332,52,91,54,98,57,79
20242333,学生2333,82,53,88,76,40,62
20242334,学生2334,78,78,77,61,99,47
20242335,学生2335,58,97,74,53,71,42
20242336,学生2336,62,86,48,50,77,76
20242337,学生2337,79,43,45,85,41,92
20242338,学生2338,87,88,50,98,89,82
20242339,学生2339,66,54,49,46,95,69
20242340,学生2340,97,56,55,51,83,40
20242341,学生2341,48,100,43,100,74,89
20242342,学生2342,41,98,93,74,46,58
20242343,学生2343,58,40,92,46,86,59
20242344,学生2344,65,100,43,94,86,97
20242345,学生2345,76,72,56,88,58,72
20242346,学生2346,62,74,42,84,98,62
20242347,学生2347,97,42,49,89,68,92
20242348,学生2348,78,81,81,85,83,50
20242349,学生2349,44,64,94,92,48,74
20242350,学生2350,94,72,82,74,97,71
20242351,学生2351,79,96,40,97,54,49
20242352,学生2352,72,100,57,76,65,69
20242353,学生2353,46,66,78,98,78,58
20242354,学生2354,43,64,41,96,96,75
20242355,学生2355,62,92,75,68,74,57
20242356,学生2356,45,58,52,63,62,98
20242357,学生2357,73,83,54,95,66,49
20242358,学生2358,69,89,69,90,70,47
20242359,学生2359,81,79,97,56,82,73
20242360,学生2360,56,60,48,90,40,65
20242361,学生2361,87,88,65,79,87,92
20242362,学生2362,49,66,70,86,44,61
20242363,学生2363,41,62,46,85,88,40
20242364,学生2364,91,83,81,91,81,81
20242365,学生2365,75,96,41,96,77,69
20242366,学生2366,100,92,49,41,81,98
20242367,学生2367,80,76,50,85,91,55
20242368,学生2368,93,66,64,68,87,58
20242369,学生2369,73,70,95,48,40,86
20242370,学生2370,69,58,41,76,61,96
20242371,学生2371,98,71,40,48,54,98
20242372,学生2372,72,58,83,85,72,83
20242373,学生2373,67,99,56,58,50,98
20242374,学生2374,74,99,57,51,97,75
20242375,学生2375,47,76,76,54,54,59
20242376,学生2376,82,62,42,95,43,69
20242377,学生2377,82,42,40,73,42,51
20242378,学生2378,61,65,97,85,91,88
20242379,学生2379,99,96,71,86,60,79
20242380,学生2380,76,63,68,60,87,83
20242381,学生2381,54,40,95,82,94,71
20242382,学生2382,93,61,59,62,71,68
20242383,学生2383,85,99,65,53,49,47
20242384,学生2384,92,92,96,57,42,92
20242385,学生2385,76,64,87,92,85,88
20242386,学生2386,51,43,88,46,70,82
20242387,学生2387,46,68,74,74,98,51
20242388,学生2388,55,44,98,90,40,92
20242389,学生2389,91,44,100,71,80,77
20242390,学生2390,49,98,69,56,73,45
20242391,学生2391,50,66,59,50,62,67
20242392,学生2392,56,63,96,74,74,59
20242393,学生2393,71,56,47,55,46,50
20242394,学生2394,71,63,58,99,83,40
20242395,学生2395,99,68,78,78,79,69
20242396,学生2396,99,47,67,51,73,78
20242397,学生2397,73,65,42,75,53,49
20242398,学生2398,57,73,58,74,89,70
20242399,学生2399,82,90,47,87,65,75
20242400,学生2400,86,56,64,93,81,57
20242401,学生2401,55,81,70,79,46,52
20242402,学生2402,49,91,41,84,49,45
20242403,学生2403,82,98,97,44,67,54
20242404,学生2404,85,51,55,83,61,70
20242405,学生2405,59,65,66,66,77,93
20242406,学生2406,91,78,96,79,87,44
20242407,学生2407,77,78,75,56,61,40
20242408,学生2408,71,47,96,98,93,63
20242409,学生2409,57,57,92,73,59,52
20242410,学生2410,50,97,78,41,97,53
20242411,学生2411,56,52,96,82,50,64
20242412,学生2412,49,86,86,43,86,87
20242413,学生2413,61,40,52,62,89,73
20242414,学生2414,45,47,96,41,85,82
20242415,学生2415,70,89,49,92,57,74
20242416,学生2416,66,74,52,80,42,97
20242417,学生2417,70,82,45,83,46,98
20242418,学生2418,90,47,95,70,66,47
20242419,学生2419,53,80,43,81,79,82
20242420,学生2420,59,62,87,53,83,92
20242421,学生2421,65,78,77,81,75,91
20242422,学生2422,76,55,65,95,60,58
20242423,学生2423,98,87,59,74,45,98
20242424,学生2424,76,94,100,78,57,93
20242425,学生2425,90,62,86,52,91,45
20242426,学生2426,42,81,79,62,72,65
20242427,学生2427,66,68,57,51,57,71
20242428,学生2428,97,52,61,41,87,48
20242429,学生2429,43,58,79,54,64,47
20242430,学生2430,46,64,89,56,63,90
20242431,学生2431,43,61,69,92,71,84
20242432,学生2432,76,72,74,98,50,73
20242433,学生2433,85,67,77,48,62,44
20242434,学生2434,54,45,80,88,41,68
20242435,学生2435,78,40,80,45,99,69
20242436,学生2436,86,63,62,45,44,57
20242437,学生2437,48,50,89,82,55,86
20242438,学生2438,79,75,93,96,91,63
20242439,学生2439,80,93,42,94,53,46
20242440,学生2440,49,83,60,92,93,84
20242441,学生2441,57,42,79,64,50,80
20242442,学生2442,83,92,42,77,43,78
20242443,学生2443,57,89,65,46,66,95
20242444,学生2444,85,81,51,68,48,43
20242445,学生2445,100,43,72,56,49,48
